video_id,thumb_ocr_text_V2,clean_thumb_ocr_text_V2,bboxes
HnYKhetlm3s,hot topics gbc atheve,hot topic gbc atheve,"[""[[49, 261], [77, 273]]"", ""[[42, 272], [84, 284]]"", ""[[425, 278], [456, 292]]"", ""[[413, 301], [448, 308]]""]"
HnnRyhuX_jM,featurette black panther,featurette black panther,"[""[[130, 88], [472, 126]]"", ""[[37, 212], [114, 229]]"", ""[[14, 222], [141, 264]]""]"
Ho-QAgN6hHA,a,,[]
Ho8Q_ebYgZc,jimmy himmet livei,jimmy himmet livei,"[""[[41, 205], [105, 230]]"", ""[[11, 210], [178, 300]]"", ""[[109, 269], [166, 289]]""]"
HoSWvxeBiWc,hope and nbcsports,hope nbcsports,"[""[[109, 71], [167, 124]]"", ""[[56, 269], [241, 309]]""]"
HorugBalutw,part 21 team jidge,part team jidge,"[""[[-2, 46], [325, 169]]"", ""[[7, 246], [107, 275]]"", ""[[3, 271], [103, 304]]""]"
Hpv3jqmYRjk,liii jper super sowl i micd jp,liii jper super sowl micd,"[""[[41, 88], [145, 130]]"", ""[[300, 121], [342, 140]]"", ""[[58, 134], [96, 144]]"", ""[[98, 134], [128, 142]]"", ""[[36, 150], [147, 192]]""]"
Hq4jk71B1Hk,frog legs,frog leg,"[""[[4, 57], [170, 98]]"", ""[[183, 57], [335, 98]]""]"
Hq89wYzOjfs,jeff and mark bezos summit,jeff mark bezos summit,"[""[[14, 64], [73, 90]]"", ""[[136, 64], [205, 90]]"", ""[[208, 64], [293, 94]]"", ""[[10, 290], [78, 308]]""]"
HqXKEgTYZBQ,net neutrality is over vex,net neutrality vex,"[""[[65, 73], [169, 116]]"", ""[[65, 121], [401, 166]]"", ""[[14, 254], [114, 304]]""]"
HrQNdClwMs4,giant mcdonalds an hash brown the own,giant mcdonalds hash brown,"[""[[13, 55], [96, 99]]"", ""[[36, 178], [201, 204]]"", ""[[13, 237], [82, 266]]"", ""[[88, 237], [180, 265]]""]"
HtLbE_SIuxg,toos,toos,"[""[[333, 177], [473, 300]]""]"
Htu3va7yDMg,the champion carrie underwood featuring ludacris vevo,champion carrie underwood feature ludacris vevo,"[""[[68, 105], [414, 169]]"", ""[[58, 189], [185, 230]]"", ""[[192, 190], [421, 232]]"", ""[[176, 237], [302, 265]]"", ""[[160, 264], [319, 304]]"", ""[[10, 276], [103, 306]]""]"
Hu5FZYlCfc8,spring break,spring break,"[""[[9, 52], [240, 112]]"", ""[[11, 141], [236, 202]]""]"
Huab6p5HW0E,late show john oliver stephen colbert,late show john oliver stephen colbert,"[""[[374, 208], [445, 234]]"", ""[[388, 232], [468, 257]]"", ""[[81, 242], [165, 269]]"", ""[[173, 242], [285, 269]]"", ""[[362, 252], [453, 278]]"", ""[[377, 276], [458, 300]]""]"
HuwPCUzqwKs,vevo,vevo,"[""[[12, 278], [102, 305]]""]"
HvPbH30KWLE,i,,[]
Hvysy11716g,why we pick difficult partners,pick difficult partner,"[""[[90, 119], [194, 178]]"", ""[[12, 183], [229, 242]]"", ""[[12, 248], [242, 308]]""]"
HwYMsqONPzE,tehran iran semirom cnni,tehran iran semirom cnni,"[""[[128, 84], [173, 97]]"", ""[[165, 138], [205, 152]]"", ""[[122, 174], [182, 186]]"", ""[[16, 216], [178, 290]]""]"
HxuRKqGx0Ik,fortnite rocket slammer pt i,fortnite rocket slammer,"[""[[10, 68], [152, 117]]"", ""[[19, 120], [126, 155]]"", ""[[22, 148], [157, 186]]""]"
HysgiQT5_eI,a,,[]
Hz56cJfoYgc,unicorn frappuccino cake,unicorn frappuccino cake,"[""[[15, 72], [287, 129]]"", ""[[10, 142], [296, 181]]"", ""[[18, 193], [285, 280]]""]"
HzILu6yyA20,mgm,mgm,"[""[[113, 261], [236, 298]]""]"
Hzk1bM2vVFU,new jacts tue carnivorous plants,new jacts tue carnivorous plant,"[""[[6, 56], [64, 76]]"", ""[[95, 237], [191, 280]]"", ""[[33, 252], [90, 279]]"", ""[[5, 281], [187, 305]]"", ""[[190, 282], [286, 305]]""]"
I-5CODzeGEE,cangeroun live 10swim snoken force cheat any a lightning our was woren grey rey win not star wars,cangeroun live 10swim snoken force cheat lightning woren grey rey win star war,"[""[[338, 80], [365, 85]]"", ""[[413, 82], [428, 88]]"", ""[[446, 86], [468, 92]]"", ""[[376, 105], [398, 112]]"", ""[[412, 108], [433, 116]]"", ""[[342, 108], [359, 116]]"", ""[[406, 116], [438, 124]]"", ""[[305, 142], [330, 149]]"", ""[[376, 142], [398, 150]]"", ""[[380, 153], [396, 161]]"", ""[[338, 156], [358, 160]]"", ""[[156, 250], [200, 264]]"", ""[[200, 250], [244, 264]]""]"
I-FHMnfORbo,glass skin skin acne,glass skin acne,"[""[[29, 257], [126, 302]]"", ""[[319, 263], [383, 291]]"", ""[[244, 265], [317, 290]]""]"
I-xZz2OabW0,cnn,cnn,"[""[[12, 224], [179, 304]]""]"
I5X3vC-XsU0,netelix lost in space,netelix lose space,"[""[[14, 58], [150, 97]]"", ""[[40, 210], [177, 238]]"", ""[[13, 273], [206, 305]]""]"
I5qFoctplSU,2 hands diving own some,hand dive,"[""[[342, 66], [399, 99]]"", ""[[340, 103], [398, 130]]""]"
I6N-XuYllgA,fear box,fear box,"[""[[261, 49], [466, 116]]"", ""[[281, 116], [453, 182]]""]"
I8TVdFbFMg4,sss 26 jaybird,jaybird,"[""[[405, 200], [441, 220]]""]"
I8Umj580ls0,late stephow worst responder colbert,late stephow bad responder colbert,"[""[[374, 208], [445, 234]]"", ""[[361, 230], [467, 279]]"", ""[[24, 242], [141, 270]]"", ""[[152, 242], [347, 270]]"", ""[[377, 276], [458, 300]]""]"
I92OeEHWmTc,dt,,[]
IB8_pdzWy6Q,mcken promwith,mcken promwith,"[""[[180, 100], [216, 128]]"", ""[[180, 125], [211, 145]]""]"
IBVo8dfqTBc,mexily royal rumble,mexily royal rumble,"[""[[192, 220], [250, 241]]"", ""[[26, 253], [126, 278]]"", ""[[13, 281], [137, 308]]""]"
IC_lnyn2R2Q,vasem,vasem,"[""[[270, 230], [341, 270]]""]"
IGScS6YgzBY,dish tta nta pish bmit dish in,dish tta nta pish bmit,"[""[[53, 278], [89, 297]]"", ""[[0, 128], [73, 162]]"", ""[[76, 134], [144, 161]]"", ""[[69, 181], [124, 219]]"", ""[[0, 235], [89, 266]]""]"
IGhC2EwCAWM,s104 s360,s104 s360,"[""[[6, 53], [121, 136]]"", ""[[356, 55], [469, 132]]""]"
II-OP6vdMs8,shitty media men,shitty medium men,"[""[[42, 104], [106, 122]]"", ""[[110, 105], [166, 122]]"", ""[[170, 105], [209, 121]]""]"
IIyZuKN2j7U,i delia dorris the,delia dorris,"[""[[160, 133], [198, 149]]"", ""[[105, 140], [137, 156]]""]"
IJKjMIU55pE,episode 6 19 7 vox shift change,episode vox shift change,"[""[[385, 52], [460, 68]]"", ""[[12, 253], [48, 270]]"", ""[[8, 270], [114, 310]]"", ""[[122, 270], [277, 310]]""]"
IJlXXvSFyUU,the tonight john oliver show jimmy fallon,tonight john oliver show jimmy fallon,"[""[[21, 224], [112, 245]]"", ""[[144, 233], [277, 277]]"", ""[[286, 234], [450, 277]]"", ""[[21, 241], [85, 261]]"", ""[[46, 258], [112, 278]]"", ""[[33, 274], [108, 294]]""]"
IJofEhiRpy0,swap bf valleyed hotel chnygodohmycon scotisine a chmygodoh gob yod o hod spenicomourated backs coohmy ohmyg umygi,swap valleyed hotel chnygodohmycon scotisine chmygodoh gob yod hod spenicomourated back coohmy ohmyg umygi,"[""[[270, 42], [388, 106]]"", ""[[401, 154], [448, 173]]"", ""[[363, 156], [407, 192]]"", ""[[193, 164], [290, 180]]"", ""[[388, 171], [429, 190]]"", ""[[195, 175], [253, 189]]"", ""[[261, 211], [283, 223]]"", ""[[257, 222], [281, 233]]"", ""[[256, 234], [277, 244]]"", ""[[202, 239], [274, 260]]"", ""[[184, 241], [270, 285]]"", ""[[219, 250], [271, 269]]"", ""[[224, 274], [262, 290]]"", ""[[224, 286], [264, 301]]""]"
IKCcW7d1tlg,nightly ne ws,nightly,"[""[[17, 241], [162, 268]]""]"
IKuKZIISPE0,libehind hall curtain the official trailer,libehind hall curtain official trailer,"[""[[148, 74], [357, 210]]"", ""[[366, 77], [477, 121]]"", ""[[275, 145], [473, 236]]"", ""[[218, 278], [346, 304]]"", ""[[350, 278], [468, 304]]""]"
IP4hs_wq5yE,a rain,rain,"[""[[12, 245], [146, 305]]""]"
IPgdIHV_zMo,trailer hd,trailer,"[""[[30, 198], [204, 233]]""]"
IQYLPEuAClo,the lateshow ja mes corden,lateshow corden,"[""[[13, 257], [74, 277]]"", ""[[24, 282], [74, 296]]""]"
IR8k4uYnTfI,take adoves 2314 ulzbot mini they teo with a 3d hacking pin codes printer,take adoves 2314 ulzbot mini teo hack pin code printer,"[""[[214, 52], [307, 87]]"", ""[[-3, 55], [46, 105]]"", ""[[432, 72], [478, 90]]"", ""[[28, 108], [70, 117]]"", ""[[24, 114], [73, 133]]"", ""[[61, 240], [81, 248]]"", ""[[0, 249], [115, 300]]"", ""[[114, 252], [164, 298]]"", ""[[162, 252], [252, 297]]"", ""[[381, 252], [480, 298]]""]"
IU-Fo-QEpOI,saceuff clay i,saceuff clay,"[""[[36, 190], [297, 288]]"", ""[[322, 217], [354, 254]]""]"
IUsFWiE0d20,april favs,april favs,"[""[[313, 130], [432, 161]]"", ""[[321, 162], [425, 196]]""]"
IXNrHusLXoM,vevo,vevo,"[""[[10, 278], [102, 305]]""]"
IYhwU5Q5mkA,graffiti artist c,graffiti artist,"[""[[5, 47], [170, 89]]"", ""[[6, 88], [169, 137]]""]"
IYyjBXDyYLo,pugrats any reptair bar,pugrats reptair bar,"[""[[42, 84], [187, 145]]"", ""[[160, 216], [283, 265]]"", ""[[210, 250], [251, 266]]""]"
I_puTos3yVs,fox friends,fox friend,"[""[[362, 242], [439, 280]]"", ""[[373, 277], [450, 298]]""]"
IbJwUqKgHkQ,cream ice gadgets test,cream ice gadget test,"[""[[378, 49], [472, 76]]"", ""[[330, 50], [374, 76]]"", ""[[353, 90], [473, 118]]"", ""[[406, 133], [471, 160]]""]"
IbVR4kzVQrk,you watch what happens live andy cohen,watch happens live andy cohen,"[""[[50, 214], [118, 233]]"", ""[[33, 249], [117, 268]]"", ""[[22, 266], [85, 292]]"", ""[[90, 273], [117, 284]]"", ""[[85, 281], [117, 290]]""]"
IbmvDn6I6sI,000492,000492,"[""[[433, 344], [476, 357]]""]"
IcDI1iWmIp8,isorry id samples gordon ramsay,isorry sample gordon ramsay,"[""[[47, 61], [221, 141]]"", ""[[80, 149], [348, 220]]"", ""[[1, 264], [129, 289]]"", ""[[1, 289], [124, 314]]""]"
IeTTfquV0iE,chloe i x 8 halle vevo,chloe halle vevo,"[""[[118, 60], [217, 94]]"", ""[[121, 266], [208, 301]]"", ""[[12, 277], [104, 306]]""]"
IfYRzxeMdGs,vex pi,vex,"[""[[13, 267], [83, 306]]""]"
IgEcA4RT3tw,com sets cle plex,com set cle plex,"[""[[14, 250], [60, 276]]"", ""[[146, 250], [229, 300]]"", ""[[80, 252], [150, 298]]"", ""[[14, 272], [60, 297]]""]"
IgUlowmSeHo,how a messed up childhood affects you adulthood in,mess childhood affect adulthood,"[""[[6, 108], [149, 154]]"", ""[[4, 157], [204, 206]]"", ""[[6, 208], [158, 256]]"", ""[[50, 258], [254, 305]]""]"
Ii3Rr4-Pxow,5 wowl reallyp hmm kkw beauty,wowl reallyp hmm kkw beauty,"[""[[395, 142], [464, 194]]"", ""[[128, 195], [233, 243]]"", ""[[61, 211], [135, 251]]"", ""[[149, 252], [216, 281]]"", ""[[223, 253], [340, 284]]""]"
Ii_Gz1WbBGA,amazing places,amaze place,"[""[[32, 223], [201, 255]]"", ""[[30, 252], [202, 290]]""]"
IjFxx9SrOTU,mnoporstuv fghik winter punderland,mnoporstuv fghik winter punderland,"[""[[155, 74], [484, 144]]"", ""[[-5, 87], [135, 159]]"", ""[[154, 226], [281, 255]]"", ""[[105, 255], [338, 298]]""]"
IjTBcqpl2kc,the queens christmas broadcast 2017,queen christmas broadcast 2017,"[""[[216, 213], [346, 240]]"", ""[[57, 246], [210, 272]]"", ""[[214, 246], [376, 272]]"", ""[[381, 252], [438, 273]]""]"
IkV5VpEROW0,versay vogue,versay vogue,"[""[[273, 196], [387, 238]]"", ""[[12, 256], [176, 308]]""]"
IlkBLwl4aBM,2 e i u,,[]
IpN_wAlYZSs,honest trailers,honest trailer,"[""[[138, 54], [342, 103]]"", ""[[148, 106], [328, 141]]""]"
IqutUA3UOuw,virtue moir can 2010 olympic gold medalists,virtue moir 2010 olympic gold medalist,"[""[[132, 264], [170, 277]]"", ""[[176, 264], [204, 277]]"", ""[[93, 278], [112, 288]]"", ""[[112, 278], [142, 288]]"", ""[[142, 278], [164, 288]]"", ""[[164, 280], [202, 288]]""]"
Isvqg90LhqM,lucas spider the in captured,lucas spider capture,"[""[[182, 55], [370, 195]]"", ""[[255, 100], [470, 224]]"", ""[[248, 240], [397, 273]]""]"
ItYOdWRo0JY,walmart for phones cash nstant parann ecoatm not tolesheretol,walmart phone cash nstant parann ecoatm tolesheretol,"[""[[8, 59], [183, 101]]"", ""[[204, 125], [253, 144]]"", ""[[81, 128], [132, 149]]"", ""[[0, 127], [79, 153]]"", ""[[311, 201], [350, 227]]"", ""[[123, 210], [203, 247]]"", ""[[134, 277], [181, 299]]""]"
IumYMCllMsM,home ambassadors rexha machine gun kelly x bebe,home ambassador rexha machine gun kelly bebe,"[""[[129, 237], [358, 286]]"", ""[[214, 292], [338, 305]]"", ""[[409, 292], [464, 305]]"", ""[[14, 293], [89, 305]]"", ""[[93, 293], [129, 305]]"", ""[[132, 293], [182, 305]]"", ""[[362, 293], [406, 305]]""]"
IvAvHjYoLUU,why cities exist,city exist,"[""[[253, 94], [466, 177]]"", ""[[388, 180], [466, 217]]""]"
IxF3mxWbdjw,kbs,,[]
IywiodrtyfM,season 5,season,"[""[[149, 282], [297, 312]]""]"
J-NEOU-Ujeg,go den den be b s bb news,den news,"[""[[405, 45], [477, 93]]"", ""[[29, 237], [94, 256]]""]"
J-dv_DcDD_A,vevo,vevo,"[""[[10, 277], [102, 305]]""]"
J0VUaYYK-zk,the cudd squa downtown,cudd squa downtown,"[""[[0, 74], [100, 105]]"", ""[[6, 104], [106, 133]]"", ""[[13, 242], [470, 303]]""]"
J0jgpUIbMEo,home apr nv t utter,home apr utter,"[""[[26, 173], [120, 192]]"", ""[[152, 173], [232, 201]]"", ""[[346, 173], [454, 192]]""]"
J15vfXqnwWw,fox calaxy lafc 7651 ils farg,fox calaxy lafc 7651 farg,"[""[[416, 57], [440, 69]]"", ""[[41, 69], [68, 76]]"", ""[[133, 69], [152, 77]]"", ""[[178, 69], [200, 77]]"", ""[[407, 176], [465, 199]]""]"
J2kNt-PHayo,beautus bools spaceing,beautus bools space,"[""[[244, 45], [482, 193]]"", ""[[364, 202], [457, 250]]"", ""[[212, 242], [362, 301]]""]"
J3FcbFqSoQY,proprespoging a intolerance for lactose therapy gene,proprespoging intolerance lactose therapy gene,"[""[[48, 69], [445, 159]]"", ""[[254, 162], [469, 204]]"", ""[[97, 164], [244, 204]]"", ""[[225, 250], [389, 306]]"", ""[[120, 257], [218, 293]]""]"
J41qe-TM1DY,smtown official,smtown official,"[""[[109, 246], [189, 264]]"", ""[[108, 268], [193, 285]]""]"
J6R0X6NTnSw,tarien vevo,tarien vevo,"[""[[183, 164], [303, 234]]"", ""[[12, 278], [102, 305]]""]"
J6Tc4iyefe0,nbc news,nbc news,"[""[[16, 280], [64, 301]]"", ""[[64, 278], [129, 302]]""]"
J75enyWdbBM,teex gx guetta david theemperor,teex guetta david theemperor,"[""[[24, 62], [216, 114]]"", ""[[234, 202], [437, 254]]"", ""[[53, 204], [214, 254]]"", ""[[110, 280], [353, 314]]""]"
J7BVU65c8AQ,winter style guide,winter style guide,"[""[[222, 121], [340, 144]]"", ""[[219, 152], [467, 216]]"", ""[[356, 233], [453, 256]]""]"
J83sZrz9XTc,91,,[]
JA_sKkXiQMI,wireless chargeri diy car,wireless chargeri diy car,"[""[[74, 80], [235, 186]]"", ""[[99, 126], [258, 229]]"", ""[[21, 145], [95, 209]]"", ""[[40, 193], [119, 255]]""]"
JBDWIGpKnwM,lidels apr,lidels apr,"[""[[59, 198], [268, 281]]"", ""[[288, 212], [342, 276]]""]"
JBTNG-8w5_g,conan,conan,"[""[[26, 235], [236, 285]]""]"
JBZTZZAcFTw,sweet digs s4i 800 nyc,sweet dig s4i 800 nyc,"[""[[242, 84], [358, 112]]"", ""[[367, 85], [449, 112]]"", ""[[12, 235], [49, 257]]"", ""[[46, 236], [86, 254]]"", ""[[14, 260], [58, 277]]""]"
JBw1nwYJESc,late show anderson cooper stephen colbert,late show anderson cooper stephen colbert,"[""[[37, 208], [109, 234]]"", ""[[52, 232], [126, 257]]"", ""[[144, 244], [312, 270]]"", ""[[320, 244], [442, 270]]"", ""[[26, 252], [116, 280]]"", ""[[40, 276], [121, 300]]""]"
JDK3l9TmwAo,10 top,top,"[""[[43, 150], [278, 253]]""]"
JDmse8M-3-Y,nothing,nothing,"[""[[118, 49], [366, 112]]""]"
JDnfux-fSJU,would howespoowness shouping secuman who show arouts when knows a attempting hacks holiday life,would howespoowness shouping secuman show arouts know attempt hack holiday life,"[""[[244, 63], [264, 71]]"", ""[[192, 65], [244, 79]]"", ""[[194, 77], [222, 85]]"", ""[[212, 92], [244, 103]]"", ""[[261, 105], [280, 114]]"", ""[[241, 108], [262, 117]]"", ""[[207, 113], [227, 121]]"", ""[[46, 219], [154, 249]]"", ""[[328, 242], [470, 304]]"", ""[[57, 245], [228, 304]]"", ""[[233, 246], [325, 304]]""]"
JFydHaV0klA,kpup,kpup,"[""[[110, 51], [381, 125]]""]"
JGEsZBPkjNY,oscilloscope doung 437,oscilloscope doung 437,"[""[[190, 297], [249, 305]]"", ""[[277, 297], [305, 305]]"", ""[[169, 298], [184, 304]]""]"
JGm9Y_hFqNk,first take,first take,"[""[[180, 233], [300, 260]]"", ""[[181, 258], [294, 285]]""]"
JGo_a82jfj8,ision euro 2018 bob,ision euro 2018 bob,"[""[[198, 46], [340, 113]]"", ""[[4, 53], [140, 113]]"", ""[[340, 58], [476, 113]]"", ""[[29, 249], [65, 275]]""]"
JKP-rOESfMs,superin smashbrds in,superin smashbrds,"[""[[262, 44], [481, 84]]"", ""[[219, 79], [478, 130]]""]"
JLOFZoBJnd8,mei into summer turning,mei summer turn,"[""[[373, 56], [433, 91]]"", ""[[160, 61], [291, 97]]"", ""[[22, 65], [158, 100]]""]"
JNWwVDkj24g,internet mysteries dont visit that websitei the x0,internet mystery dont visit websitei,"[""[[33, 54], [222, 86]]"", ""[[232, 54], [446, 88]]"", ""[[165, 94], [254, 118]]"", ""[[260, 94], [334, 118]]"", ""[[245, 121], [377, 145]]""]"
JNlOVdTQEIM,paul on logan,paul logan,"[""[[305, 245], [400, 285]]"", ""[[158, 247], [291, 295]]""]"
JNyZ49q4vrU,buying used things,buying use thing,"[""[[24, 68], [211, 112]]"", ""[[25, 118], [154, 162]]"", ""[[28, 170], [210, 214]]""]"
JOZzku2SrzQ,your name change legully how to not not,name change legully,"[""[[292, 120], [318, 129]]"", ""[[240, 121], [273, 132]]"", ""[[208, 123], [240, 135]]""]"
JOwmqPPkjww,hope sor paws,hope sor paw,"[""[[41, 42], [66, 53]]"", ""[[36, 54], [50, 62]]"", ""[[52, 54], [73, 62]]""]"
JP5BL-lCoQI,avengers why a succeed will where justice league failed whosto blame i for the bryan singeryqueen mess2,avenger succeed justice league fail whosto blame bryan singeryqueen mess2,"[""[[217, 45], [338, 80]]"", ""[[217, 78], [324, 113]]"", ""[[243, 111], [335, 146]]"", ""[[160, 144], [250, 180]]"", ""[[250, 145], [329, 180]]"", ""[[284, 181], [396, 216]]"", ""[[396, 181], [478, 216]]"", ""[[399, 214], [477, 247]]"", ""[[308, 246], [477, 282]]"", ""[[397, 280], [478, 314]]""]"
JQBrUjPaCNw,refinery29,refinery29,"[""[[16, 273], [245, 306]]""]"
JQbjS0_ZfJ0,vevo,vevo,"[""[[12, 277], [102, 305]]""]"
JR06IhY4C2A,news abo,news abo,"[""[[406, 272], [458, 289]]"", ""[[388, 274], [406, 285]]""]"
JR4oPuV3CWg,hacks life will that ruin your life gracked,hack life ruin gracked,"[""[[363, 62], [449, 86]]"", ""[[306, 204], [452, 264]]"", ""[[308, 110], [453, 161]]"", ""[[1, 288], [100, 313]]""]"
JRAOdRq-1lw,hostiles hill on the reading bad lip of the empire strikes back a,hostile hill reading bad lip empire strike back,"[""[[7, 244], [209, 280]]"", ""[[384, 245], [478, 278]]"", ""[[114, 277], [197, 294]]"", ""[[41, 278], [82, 294]]"", ""[[84, 278], [112, 294]]"", ""[[265, 278], [332, 293]]"", ""[[333, 278], [406, 294]]"", ""[[409, 278], [458, 294]]""]"
JSoLPm6a2yo,hot topics abc athevie,hot topic abc athevie,"[""[[49, 261], [77, 273]]"", ""[[42, 272], [84, 284]]"", ""[[424, 278], [454, 292]]"", ""[[413, 301], [449, 308]]""]"
JTof-eIChUA,star wars battlefront ii,star war battlefront,"[""[[200, 246], [238, 258]]"", ""[[240, 246], [284, 258]]"", ""[[129, 260], [334, 285]]""]"
JVHFMBfG-cM,big bang recap,big bang recap,"[""[[282, 64], [393, 133]]"", ""[[257, 145], [449, 214]]"", ""[[233, 226], [445, 296]]""]"
JWH5KE1atAg,smtown official,smtown official,"[""[[109, 246], [190, 264]]"", ""[[108, 268], [192, 285]]""]"
JXKb6xtqC3w,adults pentatonix meet,adult pentatonix meet,"[""[[14, 53], [147, 94]]"", ""[[253, 53], [468, 94]]"", ""[[154, 54], [245, 94]]""]"
JYmejM38vKs,mba fanduel everynight i splayd,mba fanduel everynight splayd,"[""[[34, 66], [53, 80]]"", ""[[300, 68], [352, 77]]"", ""[[166, 143], [231, 164]]"", ""[[452, 240], [476, 252]]""]"
JYnNlHQzYTY,diy clear pumpkin pie,diy clear pumpkin pie,"[""[[19, 59], [79, 98]]"", ""[[36, 100], [222, 150]]"", ""[[34, 156], [221, 198]]"", ""[[38, 200], [220, 280]]""]"
JZ2fRE_nkak,a b epicurious,epicurious,"[""[[-1, 260], [187, 311]]""]"
JZ6cvJVULp4,why do you get hangry2 scise,get hangry2 scise,"[""[[217, 96], [262, 126]]"", ""[[77, 127], [271, 183]]"", ""[[26, 264], [110, 298]]""]"
JZoO1Ftj-bM,honest trailers,honest trailer,"[""[[12, 109], [246, 168]]"", ""[[20, 169], [227, 210]]""]"
J_CFBjAyPWE,meow smtown official,meow smtown official,"[""[[83, 163], [125, 179]]"", ""[[109, 246], [189, 264]]"", ""[[108, 268], [192, 285]]""]"
J_QGZspO4gg,of a snowman,snowman,"[""[[24, 245], [165, 268]]""]"
J_fFW78fc7s,insider,insider,"[""[[337, 70], [450, 90]]""]"
JaNmH8A-4NM,smacklown live,smacklown live,"[""[[14, 255], [189, 286]]"", ""[[93, 282], [173, 304]]""]"
JbQ4MwDdxSU,not week 12 are 000 highlights any i i on,week 000 highlight,"[""[[12, 144], [125, 178]]"", ""[[209, 161], [228, 169]]"", ""[[6, 182], [174, 209]]""]"
JbazoX5Su1w,miranda perfume,miranda perfume,"[""[[11, 50], [158, 109]]"", ""[[134, 70], [276, 129]]""]"
JcC5VGOx8I8,are reason you the vevo,reason vevo,"[""[[232, 108], [304, 151]]"", ""[[12, 277], [102, 305]]""]"
Jcghl0lbDSk,k44 4783 4vivel xt xxt,k44 4783 4vivel xxt,"[""[[274, 136], [337, 180]]"", ""[[73, 141], [144, 170]]"", ""[[195, 141], [273, 171]]"", ""[[144, 150], [197, 172]]""]"
JckuMy_aYso,1000 pool floaties efb,1000 pool floaties efb,"[""[[4, 45], [134, 89]]"", ""[[144, 45], [262, 89]]"", ""[[269, 44], [474, 90]]"", ""[[292, 167], [351, 196]]""]"
JdHhNxedKs4,watch what happens live andy cohen,watch happens live andy cohen,"[""[[50, 214], [118, 233]]"", ""[[33, 249], [117, 266]]"", ""[[22, 266], [85, 292]]"", ""[[90, 273], [116, 282]]"", ""[[85, 281], [117, 290]]""]"
JeRtUXTQ_aQ,vevo,vevo,"[""[[10, 278], [102, 305]]""]"
JefYnYIXY_8,hysterial coils,hysterial coil,"[""[[85, 71], [398, 149]]"", ""[[26, 266], [108, 298]]""]"
JfQ3W0wjGh4,hustled,hustle,"[""[[184, 132], [477, 205]]""]"
JhvwFB-NUbA,news abc,news abc,"[""[[108, 224], [229, 258]]"", ""[[41, 225], [102, 254]]""]"
Ji_4dH_FXzw,miko nbcsports,miko nbcsports,"[""[[158, 47], [462, 99]]"", ""[[52, 276], [183, 305]]""]"
Jiia2IcFwqk,late stephow sarah jessica parker colbert,late stephow sarah jessica parker colbert,"[""[[374, 208], [445, 234]]"", ""[[361, 232], [470, 278]]"", ""[[22, 246], [116, 272]]"", ""[[122, 246], [232, 272]]"", ""[[239, 246], [349, 270]]"", ""[[377, 277], [458, 301]]""]"
JlcJaCS4BPM,thesilence breakers megyn kelly today,thesilence breaker megyn kelly today,"[""[[175, 67], [258, 80]]"", ""[[184, 78], [249, 88]]"", ""[[103, 220], [187, 248]]"", ""[[99, 245], [162, 273]]"", ""[[100, 270], [190, 294]]""]"
JnepCulEQOo,tesla secret mode 100d mode sanka x in the disable santa mode and to enable command vake been the button internatively claic beth 100d off car santa mode,tesla secret mode 100d sanka disable santa enable command vake button internatively claic beth car,"[""[[117, 50], [368, 88]]"", ""[[114, 85], [370, 117]]"", ""[[266, 277], [473, 312]]"", ""[[238, 248], [261, 256]]"", ""[[62, 134], [82, 141]]"", ""[[59, 153], [85, 164]]"", ""[[12, 277], [250, 310]]"", ""[[21, 157], [45, 165]]"", ""[[32, 164], [66, 172]]"", ""[[12, 165], [30, 173]]"", ""[[77, 177], [96, 182]]"", ""[[20, 178], [54, 184]]"", ""[[38, 204], [52, 209]]"", ""[[217, 248], [237, 257]]"", ""[[382, 270], [400, 278]]""]"
Jodbdj52Vc0,shawn mendes the stshow james corden,shawn mendes stshow james corden,"[""[[250, 98], [432, 157]]"", ""[[242, 157], [453, 218]]"", ""[[20, 256], [75, 274]]"", ""[[36, 272], [74, 282]]"", ""[[24, 282], [74, 296]]""]"
JoqBlEBpg9s,antonio jones i anonyoleanth artificia intelligence going end is not to have these well engineers watch any the of terminator moviest a pm 2018 of tweet wir,antonio jones anonyoleanth artificia intelligence end well engineer watch terminator moviest 2018 tweet wir,"[""[[56, 81], [110, 96]]"", ""[[113, 81], [157, 96]]"", ""[[56, 98], [109, 106]]"", ""[[21, 114], [61, 126]]"", ""[[64, 114], [124, 128]]"", ""[[201, 114], [222, 126]]"", ""[[22, 130], [45, 140]]"", ""[[108, 130], [158, 141]]"", ""[[160, 130], [192, 140]]"", ""[[54, 144], [109, 153]]"", ""[[110, 144], [154, 153]]"", ""[[65, 160], [82, 168]]"", ""[[180, 188], [206, 197]]"", ""[[9, 265], [108, 300]]""]"
JpR_JaVguBk,cantina band,cantina band,"[""[[5, 53], [209, 198]]"", ""[[314, 96], [454, 193]]""]"
JpoUN_A12Eg,star wars,star war,"[""[[29, 159], [103, 179]]"", ""[[28, 180], [102, 202]]""]"
JpvC3j9Qxus,mebrelleast monique interview revolt,mebrelleast monique interview revolt,"[""[[26, 56], [192, 104]]"", ""[[49, 116], [228, 146]]"", ""[[46, 148], [226, 178]]"", ""[[210, 273], [260, 293]]""]"
Jq_98dJuIck,review,review,"[""[[58, 264], [290, 312]]""]"
