video_id,thumb_ocr_text_V2,clean_thumb_ocr_text_V2,bboxes
AB_u_kOSP8Y,ronaldinhos fcb slickest moves,ronaldinhos fcb slickest move,"[""[[110, 242], [380, 274]]"", ""[[45, 268], [69, 277]]"", ""[[109, 276], [272, 308]]"", ""[[280, 276], [406, 308]]""]"
AE5PqQ_6V5Y,vevo,vevo,"[""[[12, 278], [102, 305]]""]"
AHwZBYCwxPY,lays shays sways tory 5 scaz d3 lanez freestyle sway 5 willy on,lay shay sway tory scaz lanez freestyle sway willy,"[""[[0, 47], [61, 79]]"", ""[[83, 48], [186, 85]]"", ""[[38, 77], [98, 98]]"", ""[[13, 102], [86, 137]]"", ""[[130, 118], [192, 144]]"", ""[[12, 140], [109, 175]]"", ""[[12, 182], [79, 203]]"", ""[[79, 181], [157, 216]]"", ""[[387, 191], [418, 209]]""]"
AOvCyD9bbDM,vevo,vevo,"[""[[12, 278], [102, 305]]""]"
AQNj9fMnzDo,vevo,vevo,"[""[[13, 278], [102, 305]]""]"
AV5TOlGFHk0,cyber 60v monday offi lg dealsi some brse,cyber 60v monday offi dealsi brse,"[""[[22, 49], [130, 77]]"", ""[[401, 60], [466, 85]]"", ""[[5, 80], [156, 109]]"", ""[[399, 85], [469, 109]]"", ""[[17, 110], [133, 140]]"", ""[[77, 214], [158, 230]]""]"
AVoe5SH_K8k,the opposition jordan with klepper,opposition jordan klepper,"[""[[178, 236], [364, 262]]"", ""[[195, 266], [321, 293]]"", ""[[330, 268], [457, 293]]""]"
A_Z3AokMwWI,minecon farth the entire shows,minecon farth entire show,"[""[[90, 83], [392, 139]]"", ""[[108, 151], [362, 221]]"", ""[[133, 242], [294, 284]]"", ""[[302, 242], [444, 284]]""]"
A_xWDAbnBSU,vevo,vevo,"[""[[12, 278], [101, 305]]""]"
AbEHRrq7xwU,yes indeed drake baby lil hape,yes indeed drake baby lil hape,"[""[[109, 145], [200, 184]]"", ""[[205, 145], [374, 184]]"", ""[[154, 190], [234, 214]]"", ""[[266, 192], [326, 212]]"", ""[[234, 193], [265, 212]]"", ""[[14, 242], [81, 296]]""]"
AeVJATwE2N0,hollywood the beatdown,hollywood beatdown,"[""[[37, 207], [209, 266]]"", ""[[8, 258], [214, 304]]""]"
Aeful-nI3ao,vendly,vendly,"[""[[102, 266], [149, 280]]""]"
AiyZ92_JZxA,morning joe morning joe gjoe snl,morning joe gjoe snl,"[""[[168, 173], [240, 197]]"", ""[[240, 178], [269, 197]]"", ""[[109, 180], [153, 198]]"", ""[[10, 222], [106, 301]]""]"
Am6NHDbj6XA,jimmy kinnel livei,jimmy kinnel livei,"[""[[40, 205], [105, 230]]"", ""[[11, 207], [179, 300]]"", ""[[109, 270], [165, 289]]""]"
AmXb2s1_UWo,live undergrounde,live undergrounde,"[""[[26, 62], [114, 94]]"", ""[[124, 62], [452, 96]]""]"
ArVEH6KS6dA,process theo sza eq,process theo sza,"[""[[333, 48], [482, 114]]"", ""[[237, 61], [337, 114]]"", ""[[350, 128], [470, 204]]""]"
AtCLwYFRp4o,jimmy anwels livei,jimmy anwels livei,"[""[[41, 206], [105, 230]]"", ""[[13, 207], [178, 300]]"", ""[[109, 270], [166, 289]]""]"
AtIoXmGwyfA,yths book christmas gift guide,yths book christmas gift guide,"[""[[5, 177], [41, 199]]"", ""[[0, 212], [89, 238]]"", ""[[98, 212], [284, 238]]"", ""[[292, 212], [368, 238]]"", ""[[374, 212], [476, 238]]""]"
AvFNCNOyZeE,i,,[]
AyiRO0_Ta7o,mma,mma,"[""[[412, 284], [464, 300]]""]"
B-t4bU3-lHA,inc en si ir iw star wars use yearsance decove now any andolby onema,inc star war use yearsance decove andolby onema,"[""[[241, 45], [285, 65]]"", ""[[90, 238], [146, 253]]"", ""[[90, 256], [146, 272]]"", ""[[64, 284], [78, 290]]"", ""[[78, 284], [109, 289]]"", ""[[110, 284], [134, 289]]"", ""[[89, 294], [122, 301]]"", ""[[122, 294], [148, 301]]""]"
B1tEq5RU-Wo,the only problem is it might intoofast suckyou toofar,problem might intoofast suckyou toofar,"[""[[105, 262], [178, 277]]"", ""[[216, 262], [266, 277]]"", ""[[105, 276], [204, 290]]"", ""[[29, 277], [105, 290]]"", ""[[203, 277], [270, 292]]""]"
B3S9H0129Rw,snl,snl,"[""[[10, 222], [108, 302]]""]"
B4WBB8gAwTE,star wars,star war,"[""[[53, 220], [133, 240]]"", ""[[53, 245], [133, 265]]""]"
B7AjF4of300,3 7 wired,wire,"[""[[9, 265], [177, 302]]""]"
BC19fhyTG_M,smtown official,smtown official,"[""[[109, 246], [189, 264]]"", ""[[108, 268], [192, 285]]""]"
BCGt31FpN5c,first take,first take,"[""[[20, 232], [140, 261]]"", ""[[20, 256], [135, 285]]""]"
BEePFpC9qG8,back to them moon,back moon,"[""[[298, 129], [429, 206]]"", ""[[305, 197], [430, 251]]""]"
BFZz8wHL2a4,ramilas,ramilas,"[""[[102, 47], [328, 153]]""]"
BHloD113J54,young king,young king,"[""[[209, 108], [468, 161]]"", ""[[206, 161], [468, 242]]""]"
BJeCOo_CRyE,31,,[]
BNzc6hG3yN4,vevo,vevo,"[""[[10, 278], [102, 305]]""]"
BOQ-wZQhZZo,vogue,vogue,"[""[[10, 257], [174, 309]]""]"
BOhylL90UVQ,somebody tain compartment a rory kramer vision,somebody tain compartment rory kramer vision,"[""[[223, 131], [364, 165]]"", ""[[300, 222], [328, 232]]"", ""[[299, 233], [360, 244]]"", ""[[182, 289], [216, 301]]"", ""[[217, 289], [268, 301]]"", ""[[268, 289], [308, 301]]""]"
BPyNxoVJsr4,bog one,bog one,"[""[[434, 65], [464, 76]]"", ""[[426, 77], [474, 94]]""]"
BQ31l1gPGKM,vevo,vevo,"[""[[12, 278], [101, 305]]""]"
BQ_0QLL2gqI,vevo,vevo,"[""[[12, 278], [102, 305]]""]"
BR4aMnZMwic,enc,enc,"[""[[112, 269], [140, 278]]""]"
BVRvrvCQdmg,b e tl,,[]
BWX1ygwYzWc,roundtable lives 11111712017 108 edmund mcmillen ep ft,roundtable life 11111712017 108 edmund mcmillen,"[""[[28, 230], [331, 286]]"", ""[[340, 233], [453, 286]]"", ""[[44, 294], [140, 314]]"", ""[[185, 294], [218, 313]]"", ""[[250, 294], [334, 314]]"", ""[[338, 294], [437, 314]]""]"
BYF2tfdD1fA,trailer hd,trailer,"[""[[5, 213], [165, 245]]""]"
BYG1qf3XJNM,late seth night meyers,late seth night meyers,"[""[[44, 242], [102, 261]]"", ""[[101, 249], [161, 268]]"", ""[[21, 260], [93, 278]]"", ""[[96, 265], [185, 285]]""]"
BZt0qjTWNhw,breaking new 8123 cat laser catches abc 57 scientists are amazed modimonicancition,break new 8123 cat laser catch abc scientist amaze modimonicancition,"[""[[104, 264], [189, 277]]"", ""[[192, 265], [228, 277]]"", ""[[362, 276], [392, 288]]"", ""[[89, 277], [132, 296]]"", ""[[233, 277], [302, 297]]"", ""[[134, 278], [230, 297]]"", ""[[408, 282], [430, 293]]"", ""[[124, 300], [197, 313]]"", ""[[226, 301], [277, 313]]"", ""[[361, 305], [443, 310]]""]"
BZyUEu1osf8,dt exclusive ev,exclusive,"[""[[86, 262], [232, 286]]""]"
BgR_HJ7aGDY,seventeen call call calli pledis pledis,seventeen call callus pledis,"[""[[298, 172], [422, 200]]"", ""[[90, 173], [129, 197]]"", ""[[129, 173], [174, 198]]"", ""[[274, 282], [305, 293]]""]"
Bhg9I26EghQ,what ive been up to and lp vlog,ive vlog,"[""[[165, 169], [225, 190]]"", ""[[48, 281], [98, 293]]""]"
BidS_rcf7UU,araid ingz vevo,araid ingz vevo,"[""[[135, 133], [276, 196]]"", ""[[302, 137], [464, 213]]"", ""[[12, 278], [102, 305]]""]"
BjRNY3u3bUw,truth or dare official trailer,truth dare official trailer,"[""[[13, 237], [117, 285]]"", ""[[168, 237], [253, 285]]"", ""[[50, 288], [135, 305]]"", ""[[141, 288], [216, 305]]""]"
Blgj9YbU9ww,mytheresam,mytheresam,"[""[[252, 197], [369, 220]]""]"
Bm8rz-llMhE,kiss one vevo,kiss one vevo,"[""[[241, 134], [300, 160]]"", ""[[188, 140], [238, 160]]"", ""[[10, 278], [102, 305]]""]"
BmLSua7LPR8,vevo,vevo,"[""[[10, 277], [102, 305]]""]"
BmMuLuG1yW8,mabrelleast geazy interview,mabrelleast geazy interview,"[""[[48, 57], [208, 104]]"", ""[[88, 120], [206, 148]]"", ""[[58, 152], [237, 184]]""]"
BnANUza_uXQ,p,,[]
BrlpU99lGzI,late show azaria hank stephen colbert,late show azaria hank stephen colbert,"[""[[373, 208], [445, 234]]"", ""[[388, 232], [468, 257]]"", ""[[178, 241], [312, 275]]"", ""[[64, 244], [169, 273]]"", ""[[363, 252], [453, 278]]"", ""[[376, 274], [458, 300]]""]"
BsfhHKx6ajA,gmm youtube originals,gmm youtube original,"[""[[12, 269], [108, 305]]"", ""[[130, 277], [193, 298]]"", ""[[190, 276], [261, 302]]""]"
BsjQqm60ZEI,dance move generator the upside down get the dance battle tonight show jimmy stranger things kids fallon,dance move generator upside get battle tonight show jimmy stranger thing kid fallon,"[""[[118, 221], [249, 257]]"", ""[[60, 61], [98, 76]]"", ""[[99, 61], [172, 77]]"", ""[[82, 109], [148, 124]]"", ""[[46, 125], [86, 140]]"", ""[[254, 220], [389, 258]]"", ""[[16, 229], [108, 249]]"", ""[[17, 246], [81, 266]]"", ""[[41, 264], [106, 282]]"", ""[[117, 266], [216, 293]]"", ""[[218, 265], [291, 293]]"", ""[[293, 266], [341, 288]]"", ""[[28, 277], [100, 301]]""]"
ByucbuSe958,sza calvin harris the weekend thunk way remixy vevo,sza calvin harris weekend thunk way remixy vevo,"[""[[224, 72], [254, 85]]"", ""[[179, 95], [238, 109]]"", ""[[240, 96], [298, 109]]"", ""[[222, 114], [279, 127]]"", ""[[202, 132], [226, 141]]"", ""[[228, 133], [246, 141]]"", ""[[248, 133], [278, 141]]"", ""[[12, 277], [103, 306]]""]"
Bzu4G8uZs-4,vevo,vevo,"[""[[12, 277], [102, 305]]""]"
C0Uv23ELQMQ,loose women,loose woman,"[""[[12, 216], [147, 255]]"", ""[[39, 256], [268, 308]]""]"
C2-Fm2vpEKA,cupcakes rainbow,cupcake rainbow,"[""[[249, 153], [423, 250]]"", ""[[87, 187], [254, 276]]""]"
C59j0Rmucss,snl vevo,snl vevo,"[""[[28, 72], [144, 168]]"", ""[[12, 278], [102, 305]]""]"
C8dfiDeJeDU,the containst soy actual truth about truth the about soy boys,containst soy actual truth boy,"[""[[296, 50], [385, 72]]"", ""[[188, 279], [237, 309]]"", ""[[23, 104], [240, 157]]"", ""[[56, 281], [114, 304]]"", ""[[240, 281], [298, 309]]""]"
C9vVz7j-zV4,bbc news,bbc news,"[""[[34, 228], [88, 245]]"", ""[[29, 248], [94, 266]]""]"
CCPX4EYrskw,mumdays,mumdays,"[""[[14, 246], [470, 312]]""]"
CE7SkcoyVAI,good writing,good write,"[""[[10, 51], [166, 156]]"", ""[[8, 145], [206, 250]]""]"
CFMRJSPDr2k,president everyone how weird crimes does knows trump cracked,president everyone weird crime know trump crack,"[""[[315, 218], [469, 244]]"", ""[[168, 220], [313, 248]]"", ""[[8, 226], [97, 249]]"", ""[[330, 243], [438, 269]]"", ""[[146, 248], [252, 272]]"", ""[[44, 249], [144, 275]]"", ""[[1, 286], [100, 313]]""]"
CFwXUarN-wg,2018 coals,2018 coal,"[""[[88, 252], [211, 307]]"", ""[[218, 253], [388, 306]]""]"
CG9yQ8PXf6o,proscy and undernied,proscy undernied,"[""[[210, 168], [387, 240]]"", ""[[168, 236], [312, 281]]""]"
CHXD9k19q1Y,vevo,vevo,"[""[[12, 278], [102, 305]]""]"
CMzzImAolMc,rk prima whyop primark amazing fashi amazing pril,prima whyop primark amaze fashi pril,"[""[[372, 205], [479, 239]]"", ""[[236, 239], [400, 295]]"", ""[[36, 242], [212, 296]]"", ""[[410, 269], [458, 292]]"", ""[[442, 256], [480, 276]]"", ""[[456, 276], [480, 298]]""]"
CPy0-J6pxKI,pineapple,pineapple,"[""[[80, 161], [405, 208]]""]"
CR9zYgr84QY,greaka,greaka,"[""[[384, 58], [480, 121]]""]"
CSDHM6iuogI,crew capsule first flight 20,crew capsule first flight,"[""[[44, 166], [110, 192]]"", ""[[117, 166], [224, 193]]"", ""[[277, 166], [346, 193]]"", ""[[352, 166], [438, 192]]""]"
CWSYOdxx8Tg,umbro,umbro,"[""[[121, 264], [177, 276]]""]"
CWrjDoEBQsw,roast ham cake,roast ham cake,"[""[[237, 76], [365, 133]]"", ""[[369, 76], [459, 133]]"", ""[[298, 136], [400, 190]]""]"
CX11yw6YL1w,vevo,vevo,"[""[[12, 278], [102, 305]]""]"
CYebJBcLZHA,ed rist,rist,"[""[[310, 158], [467, 252]]""]"
CZkUNPBlJIQ,adam levine these teshow jjames corden,adam levine teshow jjames corden,"[""[[21, 65], [193, 133]]"", ""[[21, 136], [238, 201]]"", ""[[25, 258], [76, 272]]"", ""[[28, 272], [74, 282]]"", ""[[25, 282], [76, 294]]""]"
C_ijc7A5oAc,vevo,vevo,"[""[[11, 276], [103, 306]]""]"
CaE0JD1X12g,honest trailers,honest trailer,"[""[[262, 117], [468, 168]]"", ""[[272, 169], [452, 204]]""]"
CbCVIrOK2qM,raw,raw,"[""[[11, 252], [144, 299]]""]"
Cd8UxUlqaZ8,official 1thek,official 1thek,"[""[[64, 272], [174, 306]]"", ""[[6, 297], [54, 313]]""]"
CfyMD5rSK50,the suck oscars mothers basement,suck oscar mother basement,"[""[[322, 221], [457, 268]]"", ""[[136, 222], [316, 270]]"", ""[[168, 272], [310, 297]]"", ""[[195, 297], [283, 312]]""]"
CjjQ-T2n8S0,sean your thoughtsk penny for,sean thoughtsk penny,"[""[[109, 264], [158, 284]]"", ""[[326, 264], [433, 286]]"", ""[[160, 264], [231, 287]]""]"
CmO2143BzYA,jimmy sunmet livei,jimmy sunmet livei,"[""[[40, 205], [105, 230]]"", ""[[9, 209], [177, 301]]"", ""[[109, 270], [165, 289]]""]"
CoAiBdkXFBA,training session mbargachelsea,training session mbargachelsea,"[""[[109, 242], [279, 274]]"", ""[[285, 242], [440, 274]]"", ""[[108, 276], [404, 313]]""]"
CofZ7xjGyI8,p,,[]
CpXaNIT8P5I,elie,elie,"[""[[205, 210], [221, 220]]""]"
CrUETaziY_0,double toasted can,double toast,"[""[[61, 78], [113, 93]]"", ""[[33, 95], [143, 126]]""]"
Cr_mEzG5JHY,mostacked nirvana demo c90 mexell,mostacked nirvana demo c90 mexell,"[""[[251, 103], [338, 129]]"", ""[[141, 108], [208, 124]]"", ""[[209, 109], [246, 122]]"", ""[[256, 200], [304, 221]]"", ""[[148, 201], [225, 226]]""]"
Ct_lrDNvxoA,rapid trailer trailer hd,rapid trailer,"[""[[20, 205], [56, 216]]"", ""[[21, 217], [181, 249]]""]"
CvAQpSdcvno,story great big,story great big,"[""[[230, 262], [328, 293]]"", ""[[69, 264], [169, 293]]"", ""[[170, 264], [226, 292]]""]"
Cy44KlXh6Co,vevo,vevo,"[""[[12, 278], [102, 305]]""]"
CyzEtbG-sxY,pledis enter xmment official,pledis enter xmment official,"[""[[28, 228], [106, 254]]"", ""[[30, 254], [60, 261]]"", ""[[74, 254], [104, 260]]"", ""[[28, 261], [106, 284]]""]"
CziHrYYSyPc,ision euro contest song disbon2018 official video israel,ision euro contest song disbon2018 official video israel,"[""[[134, 154], [185, 182]]"", ""[[65, 164], [117, 192]]"", ""[[119, 182], [167, 197]]"", ""[[88, 187], [118, 200]]"", ""[[101, 192], [155, 207]]"", ""[[64, 209], [182, 239]]"", ""[[185, 217], [262, 244]]"", ""[[73, 234], [163, 259]]""]"
CzmIrPvIzxk,honest trailers,honest trailer,"[""[[226, 117], [470, 177]]"", ""[[236, 180], [453, 222]]""]"
D0aAYfRBVik,awasson vevo,awasson vevo,"[""[[77, 177], [192, 206]]"", ""[[13, 278], [102, 305]]""]"
D18e8aU-UWs,vevo,vevo,"[""[[12, 278], [102, 305]]""]"
D2mjQP8cmYA,trailer hd,trailer,"[""[[30, 198], [205, 233]]""]"
D8mu5AgUsPs,watch what happens live andy cohen,watch happens live andy cohen,"[""[[50, 214], [117, 233]]"", ""[[33, 249], [117, 266]]"", ""[[22, 266], [85, 292]]"", ""[[90, 273], [116, 282]]"", ""[[85, 281], [117, 290]]""]"
DBC04auZVcs,sword of dormin,sword dormin,"[""[[266, 117], [457, 161]]"", ""[[260, 229], [470, 272]]""]"
DH1G703mf7w,golden by mario a ners,golden mario ners,"[""[[19, 147], [329, 189]]"", ""[[46, 204], [169, 220]]"", ""[[364, 203], [443, 221]]""]"
DI8JsP05k5Q,nothing sacred is wan,nothing sacred wan,"[""[[40, 154], [221, 204]]"", ""[[282, 154], [444, 204]]"", ""[[192, 210], [292, 261]]""]"
DIU3xPdhCBI,sam smith althe bbc,sam smith althe bbc,"[""[[331, 64], [452, 113]]"", ""[[284, 114], [454, 164]]"", ""[[283, 163], [377, 191]]"", ""[[377, 165], [452, 188]]""]"
DJXUWLs6FI0,bodesa boys late show desus mero 8 stephen bodega colbert,bodesa boy late show desus mero stephen bodega colbert,"[""[[128, 67], [166, 90]]"", ""[[141, 84], [160, 92]]"", ""[[37, 207], [110, 236]]"", ""[[52, 232], [130, 257]]"", ""[[208, 245], [278, 265]]"", ""[[312, 245], [374, 264]]"", ""[[26, 252], [117, 278]]"", ""[[316, 271], [380, 298]]"", ""[[41, 276], [121, 300]]""]"
DKPCBAlDw2A,vevo,vevo,"[""[[12, 278], [102, 305]]""]"
DKk5eDqZDKk,perfect by r oke,perfect oke,"[""[[106, 153], [375, 268]]"", ""[[380, 284], [433, 294]]""]"
DOEgxMcRm1c,hollywood the beatdown,hollywood beatdown,"[""[[45, 200], [217, 261]]"", ""[[15, 252], [220, 299]]""]"
DSAsdcDIYgw,conan taly live qea with conan,conan taly live qea,"[""[[350, 273], [464, 300]]"", ""[[375, 178], [455, 199]]"", ""[[396, 218], [464, 244]]"", ""[[308, 245], [373, 271]]""]"
DSRSgMp5X1w,vevo,vevo,"[""[[10, 278], [102, 305]]""]"
DX5_o-mumvE,whapp nard the human serviefte vs cardib,whapp nard human serviefte cardib,"[""[[67, 50], [133, 102]]"", ""[[27, 55], [82, 96]]"", ""[[53, 178], [92, 193]]"", ""[[57, 178], [119, 208]]"", ""[[6, 242], [150, 306]]""]"
Da2crn5NXc4,festive diy,festive diy,"[""[[19, 223], [216, 266]]"", ""[[180, 268], [269, 309]]""]"
Ddt0k3yU9Q8,questions about 70 last the jedi boon,question last jedi boon,"[""[[127, 55], [292, 92]]"", ""[[189, 90], [281, 134]]"", ""[[282, 92], [364, 134]]"", ""[[297, 156], [413, 192]]""]"
DfxhWPvhFCQ,watch what happens live andy cohen,watch happens live andy cohen,"[""[[50, 214], [117, 233]]"", ""[[33, 249], [117, 266]]"", ""[[22, 266], [85, 292]]"", ""[[90, 273], [117, 282]]"", ""[[85, 281], [117, 290]]""]"
Dg--VBBuWhk,midnichtcst 50 min uber the,midnichtcst min uber,"[""[[62, 236], [112, 246]]"", ""[[84, 249], [110, 262]]"", ""[[65, 270], [108, 282]]""]"
Djxjmq9pvrM,cluristmess guide gift rival gifts himi for culp,cluristmess guide gift rival gift himi culp,"[""[[321, 72], [468, 139]]"", ""[[398, 105], [483, 159]]"", ""[[342, 121], [408, 170]]"", ""[[380, 201], [440, 224]]"", ""[[21, 240], [180, 292]]"", ""[[331, 239], [461, 292]]"", ""[[100, 294], [150, 310]]""]"
DkXD5949qqQ,vevo,vevo,"[""[[12, 278], [102, 305]]""]"
DkeiKbqa02g,vevo,vevo,"[""[[12, 280], [102, 305]]""]"
DnSO5Uhobvo,snl ve o,snl,"[""[[222, 217], [294, 277]]""]"
DpSWgZVIfi8,sza exclusive live 8 vevo,sza exclusive live vevo,"[""[[99, 52], [160, 80]]"", ""[[103, 78], [259, 107]]"", ""[[2, 80], [65, 104]]"", ""[[13, 278], [101, 305]]""]"
DqSBQqj94JU,update music,update music,"[""[[14, 293], [57, 306]]"", ""[[60, 293], [97, 306]]""]"
DsyeNGEmobA,fuls sox frontal res,ful sox frontal,"[""[[385, 149], [406, 162]]"", ""[[369, 161], [381, 169]]"", ""[[380, 162], [408, 173]]""]"
DtWriozwdR0,bbg radio heart rate visally monitor rebel wilson 277 pupmi,bbg radio heart rate visally monitor rebel wilson 277 pupmi,"[""[[190, 98], [218, 108]]"", ""[[190, 106], [218, 116]]"", ""[[184, 140], [246, 160]]"", ""[[250, 140], [298, 160]]"", ""[[189, 168], [297, 194]]"", ""[[185, 198], [298, 224]]"", ""[[280, 240], [320, 252]]"", ""[[322, 241], [370, 252]]"", ""[[412, 242], [432, 250]]"", ""[[373, 244], [402, 252]]""]"
DuTReBPNx88,please subscribe for hd stream more breaking news live source trump asked having these why are we all cnw people from shithole countries come herep 10127 air but denies blackmail allegation gov eric greitens is acc don lemon,please subscribe stream break news live source trump ask cnw people shithole country come herep 10127 air denies blackmail allegation gov eric greitens acc lemon,"[""[[1, 49], [33, 58]]"", ""[[34, 49], [82, 58]]"", ""[[144, 49], [180, 58]]"", ""[[26, 237], [105, 250]]"", ""[[109, 237], [156, 252]]"", ""[[414, 240], [456, 252]]"", ""[[26, 254], [88, 272]]"", ""[[88, 254], [136, 269]]"", ""[[137, 254], [184, 272]]"", ""[[413, 255], [458, 278]]"", ""[[28, 270], [81, 288]]"", ""[[122, 270], [190, 288]]"", ""[[190, 270], [268, 288]]"", ""[[268, 270], [310, 288]]"", ""[[312, 270], [358, 288]]"", ""[[422, 281], [448, 289]]"", ""[[19, 293], [41, 305]]"", ""[[64, 293], [102, 305]]"", ""[[102, 293], [161, 305]]"", ""[[161, 293], [226, 305]]"", ""[[248, 293], [274, 305]]"", ""[[276, 293], [301, 305]]"", ""[[301, 293], [352, 305]]"", ""[[365, 293], [389, 305]]"", ""[[416, 293], [456, 304]]""]"
E-8e0cqUGTw,trailer hd,trailer,"[""[[32, 198], [205, 233]]""]"
E0yPapgxIgo,epic 2017 favesi,epic 2017 favesi,"[""[[42, 98], [149, 146]]"", ""[[38, 157], [144, 200]]"", ""[[14, 213], [173, 264]]""]"
E4c7EE8_IX0,alrica by 1010 weazer cover anyprecuono its abouttime ploss too you alvica rans downs usert a,alrica 1010 weazer cover anyprecuono abouttime plo alvica rans down usert,"[""[[240, 156], [261, 164]]"", ""[[272, 156], [289, 164]]"", ""[[190, 157], [217, 164]]"", ""[[217, 157], [238, 164]]"", ""[[173, 182], [221, 190]]"", ""[[232, 182], [269, 190]]"", ""[[284, 182], [302, 190]]"", ""[[212, 192], [232, 200]]"", ""[[166, 193], [184, 200]]"", ""[[184, 193], [212, 200]]"", ""[[209, 202], [233, 210]]""]"
E5yFcdPAGv0,2 3 lo,,[]
E60w-0q8Y0Y,the rumors are true ou too divorced getting were,rumor true divorce get,"[""[[129, 54], [265, 94]]"", ""[[334, 56], [417, 93]]"", ""[[266, 253], [421, 298]]"", ""[[139, 253], [261, 300]]""]"
E7Er4t8PIYw,day 14 vlogmas,day vlogmas,"[""[[25, 205], [77, 228]]"", ""[[0, 237], [457, 301]]""]"
E7kUmvDKFLk,day of hot topics 4th,day hot topic 4th,"[""[[46, 261], [66, 270]]"", ""[[52, 272], [74, 281]]"", ""[[46, 281], [80, 290]]"", ""[[414, 301], [430, 308]]""]"
E7q_wbbwGyU,vevo,vevo,"[""[[12, 277], [102, 305]]""]"
E7ykb1geOoU,speaks a veteran remembrance day on,speaks veteran remembrance day,"[""[[266, 200], [401, 244]]"", ""[[115, 203], [255, 235]]"", ""[[100, 248], [365, 282]]"", ""[[373, 245], [450, 290]]""]"
E9eAshaPvYw,trailer hd,trailer,"[""[[32, 198], [205, 233]]""]"
EA5Tn5Gw_8s,vevo,vevo,"[""[[12, 278], [101, 306]]""]"
EBYsx1QWF9A,lasj,lasj,"[""[[33, 242], [109, 286]]""]"
EBt_88nxG4c,vevo,vevo,"[""[[12, 277], [104, 308]]""]"
EC5UCCnk59c,mirates behind the scenes,mirates behind scene,"[""[[235, 197], [272, 216]]"", ""[[25, 229], [146, 261]]"", ""[[49, 261], [222, 300]]""]"
ECLwG0sHrAw,athegameawards,athegameawards,"[""[[361, 53], [465, 65]]""]"
EEIP1YpFXrE,our first date,first date,"[""[[360, 104], [476, 159]]"", ""[[376, 160], [478, 212]]""]"
EENwBr3Mp2o,raw,raw,"[""[[12, 256], [146, 305]]""]"
ENr6CXm1YxU,platten rachel wates vevo,platten rachel wates vevo,"[""[[238, 52], [282, 65]]"", ""[[197, 53], [237, 66]]"", ""[[196, 68], [284, 81]]"", ""[[12, 277], [104, 306]]""]"
EQwhPkX3fnM,jo malans room,malans room,"[""[[346, 152], [381, 162]]"", ""[[122, 254], [229, 278]]""]"
EROqrFqHegs,vevo,vevo,"[""[[16, 268], [144, 308]]""]"
ERyfRmz0N-w,conani your,conani,"[""[[27, 236], [272, 295]]""]"
EUtaUM0mfc8,sevelt the otel broadway hollywood the atssow james corden,sevelt otel broadway hollywood atssow james corden,"[""[[130, 78], [209, 97]]"", ""[[129, 98], [184, 117]]"", ""[[242, 106], [317, 123]]"", ""[[245, 122], [318, 133]]"", ""[[22, 258], [76, 273]]"", ""[[36, 270], [74, 282]]"", ""[[25, 282], [76, 294]]""]"
EVNYfoFcrZY,nintendo,nintendo,"[""[[38, 264], [134, 281]]""]"
EW3KD4kqqug,view abc ballsive atheview,view abc ballsive atheview,"[""[[42, 266], [84, 284]]"", ""[[422, 277], [456, 292]]"", ""[[36, 284], [87, 305]]"", ""[[413, 301], [458, 308]]""]"
EYeIEou-5kg,avengers infinity war markkermode reviewed by,avenger infinity war markkermode review,"[""[[0, 92], [476, 183]]"", ""[[84, 195], [281, 246]]"", ""[[290, 198], [393, 242]]"", ""[[229, 252], [366, 274]]"", ""[[113, 253], [199, 274]]""]"
EaC6LTIxBrA,velie eric cantona interview,velie eric cantona interview,"[""[[14, 62], [82, 122]]"", ""[[54, 204], [165, 246]]"", ""[[178, 203], [426, 253]]"", ""[[54, 250], [422, 309]]""]"
Ecd4eA067P0,star last t h e je d i wars,star last war,"[""[[272, 104], [445, 145]]"", ""[[318, 144], [384, 157]]"", ""[[270, 157], [449, 198]]""]"
EdRmaKHqYJY,episode 3 fix she what peady thefit originals youtube,episode fix peady thefit original youtube,"[""[[409, 56], [476, 70]]"", ""[[23, 177], [85, 222]]"", ""[[301, 223], [354, 256]]"", ""[[30, 236], [108, 257]]"", ""[[68, 279], [133, 306]]"", ""[[12, 281], [70, 301]]""]"
Eeb2CgoSt9M,spape new the life americ,spape new life americ,"[""[[252, 132], [272, 140]]"", ""[[236, 133], [252, 141]]"", ""[[170, 135], [219, 162]]"", ""[[238, 140], [263, 148]]""]"
Eel8QDRlIGA,watch we vop wedues day didams any,watch vop wedues day didams,"[""[[189, 144], [257, 178]]"", ""[[356, 177], [393, 193]]"", ""[[184, 182], [257, 214]]"", ""[[254, 184], [290, 229]]"", ""[[43, 215], [86, 238]]""]"
EgEljsUNCe4,lil xan,lil xan,"[""[[8, 224], [69, 258]]"", ""[[81, 226], [173, 260]]""]"
EhSXsTSNDyo,vevo,vevo,"[""[[12, 277], [104, 306]]""]"
Ek3aeUhHaFY,priativetechnolog worddress com,priativetechnolog worddress com,"[""[[366, 276], [472, 288]]"", ""[[367, 288], [426, 302]]"", ""[[426, 289], [450, 301]]""]"
ElPJr_tKkO4,ennui intensifiest,ennui intensifiest,"[""[[214, 86], [381, 143]]"", ""[[247, 136], [477, 174]]""]"
ElmsIGT85tI,vevo,vevo,"[""[[13, 280], [102, 305]]""]"
